"Table 1.7 Occupational projections, 2016-26, and worker characteristics, 2016
"Cutting and slicing machine setters, operators, and tenders",51-9032,Line item,63.6,61.1,-2.5,-4.0,2.2,6.8," $33,610 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",51-9041,Line item,71.4,67.5,-3.8,-5.4,—,7.9," $33,680 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Furnace, kiln, oven, drier, and kettle operators and tenders",51-9051,Line item,21.9,20.8,-1.1,-5.2,10.7,2.0," $37,580 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Inspectors, testers, sorters, samplers, and weighers",51-9061,Line item,520.7,465.2,-55.5,-10.7,0.5,52.7," $37,340 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Jewelers and precious stone and metal workers,51-9071,Line item,37.7,35.2,-2.5,-6.7,30.2,3.5," $37,960 ",High school diploma or equivalent,None,Long-term on-the-job training
"Medical, dental, and ophthalmic laboratory technicians",51-9080,Summary,82.2,93.2,11.0,13.4,2.0,10.7," $35,250 ",—,—,—
Dental laboratory technicians,51-9081,Line item,38.1,43.6,5.5,14.4,1.9,5.0," $38,670 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Medical appliance technicians,51-9082,Line item,15.0,17.0,2.0,13.6,2.0,2.0," $37,190 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Ophthalmic laboratory technicians,51-9083,Line item,29.1,32.5,3.4,11.8,2.0,3.7," $30,960 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Packaging and filling machine operators and tenders,51-9111,Line item,383.0,389.7,6.7,1.7,0.3,44.6," $29,350 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Painting workers,51-9120,Summary,164.2,168.2,4.0,2.4,5.0,17.6," $36,010 ",—,—,—
"Coating, painting, and spraying machine setters, operators, and tenders",51-9121,Line item,89.9,89.9,0.0,0.0,5.0,9.3," $33,820 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Painters, transportation equipment",51-9122,Line item,58.1,61.9,3.9,6.6,5.0,6.6," $41,850 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Painting, coating, and decorating workers",51-9123,Line item,16.3,16.4,0.1,0.9,4.9,1.7," $30,820 ",No formal educational credential,None,Moderate-term on-the-job training
Semiconductor processors,51-9141,Line item,25.5,24.1,-1.4,-5.6,3.1,2.6," $36,580 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Photographic process workers and processing machine operators,51-9151,Line item,26.9,22.0,-4.9,-18.1,3.3,3.3," $27,480 ",High school diploma or equivalent,None,Short-term on-the-job training
Miscellaneous production workers,51-9190,Summary,902.8,951.6,48.8,5.4,1.5,124.2," $28,710 ",—,—,—
Adhesive bonding machine operators and tenders,51-9191,Line item,17.0,16.6,-0.5,-2.7,—,1.8," $32,710 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Cleaning, washing, and metal pickling equipment operators and tenders",51-9192,Line item,17.2,17.3,0.1,0.4,—,2.2," $29,950 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Cooling and freezing equipment operators and tenders,51-9193,Line item,8.7,8.8,0.1,1.4,3.0,1.0," $30,860 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Etchers and engravers,51-9194,Line item,10.6,10.6,0.1,0.6,10.1,1.3," $30,890 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Molders, shapers, and casters, except metal and plastic",51-9195,Line item,43.0,41.9,-1.0,-2.3,8.3,4.2," $31,950 ",High school diploma or equivalent,None,Long-term on-the-job training
"Paper goods machine setters, operators, and tenders",51-9196,Line item,94.6,86.1,-8.5,-9.0,—,8.3," $37,890 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Tire builders,51-9197,Line item,22.3,19.6,-2.7,-12.1,—,2.1," $40,230 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Helpers--production workers,51-9198,Line item,426.0,475.5,49.5,11.6,0.1,72.0," $26,070 ",High school diploma or equivalent,None,Short-term on-the-job training
"Production workers, all other",51-9199,Line item,263.5,275.1,11.6,4.4,3.0,31.4," $28,890 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Transportation and material moving occupations,53-0000,Summary,"10,274.2","10,908.4",634.3,6.2,4.4,"1,333.4"," $31,600 ",—,—,—
Supervisors of transportation and material moving workers,53-1000,Summary,396.2,425.8,29.7,7.5,0.2,44.4," $53,700 ",—,—,—
Aircraft cargo handling supervisors,53-1011,Line item,7.6,8.1,0.5,5.9,—,0.8," $48,150 ",High school diploma or equivalent,Less than 5 years,None
"First-line supervisors of helpers, laborers, and material movers, hand",53-1021,Line item,184.4,200.1,15.7,8.5,0.2,21.0, — ,High school diploma or equivalent,Less than 5 years,None
First-line supervisors of transportation and material-moving machine and vehicle operators,53-1031,Line item,204.2,217.7,13.5,6.6,0.2,22.6, — ,High school diploma or equivalent,Less than 5 years,None
Air transportation workers,53-2000,Summary,275.3,293.2,18.0,6.5,0.5,29.6," $72,310 ",—,—,—
Aircraft pilots and flight engineers,53-2010,Summary,124.8,129.2,4.4,3.5,1.1,12.1," $111,930 ",—,—,—
"Airline pilots, copilots, and flight engineers",53-2011,Line item,84.0,86.9,2.9,3.4,—,8.1," $137,330 ",Bachelor's degree,Less than 5 years,Moderate-term on-the-job training
Commercial pilots,53-2012,Line item,40.8,42.3,1.6,3.8,3.3,4.0," $78,740 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Air traffic controllers and airfield operations specialists,53-2020,Summary,33.8,35.5,1.6,4.9,—,3.3," $96,980 ",—,—,—
Air traffic controllers,53-2021,Line item,24.9,25.8,0.9,3.5,—,2.4," $124,540 ",Associate's degree,None,Long-term on-the-job training
Airfield operations specialists,53-2022,Line item,8.9,9.7,0.8,8.8,—,0.9," $52,360 ",High school diploma or equivalent,None,Long-term on-the-job training
Flight attendants,53-2031,Line item,116.6,128.5,11.9,10.2,—,14.2," $50,500 ",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Motor vehicle operators,53-3000,Summary,"4,358.9","4,590.6",231.7,5.3,8.7,506.9," $35,910 ",—,—,—
"Ambulance drivers and attendants, except emergency medical technicians",53-3011,Line item,17.3,21.1,3.8,21.9,—,3.1," $24,260 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Bus drivers,53-3020,Summary,687.2,730.6,43.4,6.3,0.9,88.9," $33,010 ",—,—,—
"Bus drivers, transit and intercity",53-3021,Line item,179.3,195.4,16.1,9.0,0.9,24.0," $40,780 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Bus drivers, school or special client",53-3022,Line item,507.9,535.2,27.3,5.4,0.9,64.9," $31,060 ",High school diploma or equivalent,None,Short-term on-the-job training
Driver/sales workers and truck drivers,53-3030,Summary,"3,293.1","3,456.6",163.6,5.0,7.9,371.5," $37,610 ",—,—,—
Driver/sales workers,53-3031,Line item,467.9,461.0,-6.9,-1.5,8.1,48.2," $24,040 ",High school diploma or equivalent,None,Short-term on-the-job training
Heavy and tractor-trailer truck drivers,53-3032,Line item,"1,871.7","1,980.1",108.4,5.8,7.9,213.5," $42,480 ",Postsecondary nondegree award,None,Short-term on-the-job training
Light truck or delivery services drivers,53-3033,Line item,953.5,"1,015.6",62.1,6.5,7.9,109.8," $31,450 ",High school diploma or equivalent,None,Short-term on-the-job training
Taxi drivers and chauffeurs,53-3041,Line item,305.1,320.3,15.1,5.0,36.3,32.7," $24,880 ",No formal educational credential,None,Short-term on-the-job training
"Motor vehicle operators, all other",53-3099,Line item,56.2,62.0,5.8,10.3,2.8,10.7," $26,640 ",No formal educational credential,None,Short-term on-the-job training
Rail transportation workers,53-4000,Summary,122.9,120.6,-2.3,-1.9,0.1,10.4," $60,390 ",—,—,—
Locomotive engineers and operators,53-4010,Summary,44.4,42.5,-1.8,-4.1,—,3.3," $59,810 ",—,—,—
Locomotive engineers,53-4011,Line item,38.8,37.7,-1.1,-2.8,—,3.0," $60,990 ",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Locomotive firers,53-4012,Line item,1.2,0.3,-0.9,-78.6,—,0.0," $60,360 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Rail yard engineers, dinkey operators, and hostlers",53-4013,Line item,4.4,4.6,0.2,3.7,—,0.4," $50,150 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Railroad brake, signal, and switch operators",53-4021,Line item,19.3,19.0,-0.3,-1.6,—,1.7," $57,260 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Railroad conductors and yardmasters,53-4031,Line item,41.8,41.0,-0.9,-2.1,—,3.7," $60,300 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Subway and streetcar operators,53-4041,Line item,12.8,13.4,0.5,4.1,—,1.3," $66,420 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Rail transportation workers, all other",53-4099,Line item,4.6,4.8,0.1,3.1,3.2,0.4," $58,690 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Water transportation workers,53-5000,Summary,86.3,93.2,6.9,8.0,1.6,10.5," $55,590 ",—,—,—
Sailors and marine oilers,53-5011,Line item,33.8,36.4,2.6,7.6,—,4.4," $40,730 ",No formal educational credential,None,Moderate-term on-the-job training
Ship and boat captains and operators,53-5020,Summary,42.4,46.1,3.7,8.7,3.3,4.8," $68,930 ",—,—,—
"Captains, mates, and pilots of water vessels",53-5021,Line item,38.8,42.2,3.4,8.8,3.3,4.4," $70,920 ",Postsecondary nondegree award,Less than 5 years,None
Motorboat operators,53-5022,Line item,3.6,3.9,0.3,7.6,3.2,0.4," $44,600 ",Postsecondary nondegree award,Less than 5 years,None
Ship engineers,53-5031,Line item,10.1,10.8,0.7,6.5,—,1.3," $73,110 ",Postsecondary nondegree award,Less than 5 years,None
Other transportation workers,53-6000,Summary,356.5,384.8,28.2,7.9,0.6,55.5," $24,480 ",—,—,—
Bridge and lock tenders,53-6011,Line item,3.7,3.8,0.2,4.9,—,0.4," $50,240 ",High school diploma or equivalent,None,Short-term on-the-job training
Parking lot attendants,53-6021,Line item,151.6,161.0,9.4,6.2,1.3,23.9," $22,810 ",No formal educational credential,None,Short-term on-the-job training
Automotive and watercraft service attendants,53-6031,Line item,110.0,121.7,11.7,10.6,0.2,20.0," $23,390 ",No formal educational credential,None,Short-term on-the-job training
Traffic technicians,53-6041,Line item,6.6,7.2,0.6,9.1,—,0.8," $45,670 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Transportation inspectors,53-6051,Line item,28.2,29.8,1.7,5.9,—,2.9," $72,140 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Transportation attendants, except flight attendants",53-6061,Line item,18.5,20.0,1.6,8.4,—,2.7," $27,830 ",High school diploma or equivalent,None,Short-term on-the-job training
"Transportation workers, all other",53-6099,Line item,38.0,41.2,3.1,8.3,—,4.8," $36,760 ",High school diploma or equivalent,None,Short-term on-the-job training
Material moving workers,53-7000,Summary,"4,678.0","5,000.2",322.1,6.9,1.5,676.0," $27,320 ",—,—,—
Conveyor operators and tenders,53-7011,Line item,28.1,27.7,-0.3,-1.2,—,3.7," $32,300 ",No formal educational credential,None,Short-term on-the-job training
Crane and tower operators,53-7021,Line item,46.0,49.9,3.9,8.6,2.9,5.3," $52,200 ",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
"Dredge, excavating, and loading machine operators",53-7030,Summary,55.1,59.1,4.1,7.4,5.9,6.6," $42,950 ",—,—,—
Dredge operators,53-7031,Line item,1.8,1.9,0.1,5.0,5.7,0.2," $43,230 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Excavating and loading machine and dragline operators,53-7032,Line item,50.6,54.7,4.1,8.1,5.9,6.1," $42,500 ",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
"Loading machine operators, underground mining",53-7033,Line item,2.6,2.5,-0.1,-3.5,6.2,0.3," $52,420 ",No formal educational credential,None,Short-term on-the-job training
Hoist and winch operators,53-7041,Line item,2.9,2.9,0.0,-0.7,—,0.4," $43,210 ",No formal educational credential,None,Short-term on-the-job training
Industrial truck and tractor operators,53-7051,Line item,549.9,585.9,36.1,6.6,0.2,65.9," $33,630 ",No formal educational credential,None,Short-term on-the-job training
"Laborers and material movers, hand",53-7060,Summary,"3,796.0","4,049.7",253.7,6.7,1.2,566.6," $25,680 ",—,—,—
Cleaners of vehicles and equipment,53-7061,Line item,369.2,408.7,39.5,10.7,4.2,57.8," $23,360 ",No formal educational credential,None,Short-term on-the-job training
"Laborers and freight, stock, and material movers, hand",53-7062,Line item,"2,628.4","2,828.1",199.7,7.6,1.0,388.4," $27,040 ",No formal educational credential,None,Short-term on-the-job training
Machine feeders and offbearers,53-7063,Line item,87.7,89.2,1.6,1.8,—,12.0," $28,510 ",No formal educational credential,None,Short-term on-the-job training
"Packers and packagers, hand",53-7064,Line item,710.8,723.8,13.0,1.8,0.4,108.4," $23,430 ",No formal educational credential,None,Short-term on-the-job training
Pumping station operators,53-7070,Summary,27.3,31.6,4.3,15.6,0.5,3.9," $50,250 ",—,—,—
Gas compressor and gas pumping station operators,53-7071,Line item,3.9,4.0,0.1,3.4,—,0.5," $62,810 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Pump operators, except wellhead pumpers",53-7072,Line item,11.9,13.5,1.6,13.8,0.5,1.7," $43,500 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Wellhead pumpers,53-7073,Line item,11.5,14.0,2.5,21.7,0.5,1.8," $52,260 ",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Refuse and recyclable material collectors,53-7081,Line item,136.0,153.9,17.9,13.2,14.1,18.9," $36,160 ",No formal educational credential,None,Short-term on-the-job training
Mine shuttle car operators,53-7111,Line item,1.5,1.2,-0.3,-21.9,—,0.1," $56,890 ",No formal educational credential,None,Short-term on-the-job training
"Tank car, truck, and ship loaders",53-7121,Line item,10.8,11.4,0.6,5.2,—,1.4," $36,860 ",No formal educational credential,None,Short-term on-the-job training
"Material moving workers, all other",53-7199,Line item,24.4,26.7,2.3,9.3,—,3.2," $29,610 ",No formal educational credential,None,Short-term on-the-job training
Footnotes:,,,,,,,,,,,,
"(1) Data are from the Occupational Employment Statistics program, U.S. Bureau of Labor Statistics. Wage data cover non-farm wage and salary workers and do not cover the self-employed, owners and partners in unincorporated firms, or household workers.",,,,,,,,,,,,
"Note: Data is unavailable for values denoted with a ""—"".",,,,,,,,,,,,
"Source: Employment Projections program, U.S. Bureau of Labor Statistics",,,,,,,,,,,,
